"city_depart","city_arrival","count","city_arrival_present","city_depart_present"
11007,44034,3,NA,NA
11007,44043,1,NA,NA
11007,44064,1,NA,NA
11007,46003,16,NA,NA
11007,46013,7,NA,NA
11007,46020,1,NA,NA
11007,46021,8,NA,NA
11007,46025,3,NA,NA
11007,53053,1,NA,NA
11007,71022,2,NA,NA
11007,71034,2,NA,NA
11007,71037,1,NA,NA
11007,71047,1,NA,NA
11007,71053,1,NA,NA
11007,71057,1,NA,NA
11007,71066,1,NA,NA
11007,72025,1,NA,NA
11008,11001,60,NA,NA
11008,11002,5234,NA,NA
11008,11004,17,NA,NA
11008,11005,12,NA,NA
11008,11007,15,NA,NA
11008,11008,3005,NA,NA
11008,11009,130,NA,NA
11008,11013,63,NA,NA
11008,11016,41,NA,NA
11008,11018,15,NA,NA
11008,11021,4,NA,NA
11008,11022,114,NA,NA
11008,11023,285,NA,NA
11008,11024,73,NA,NA
11008,11025,2,NA,NA
11008,11029,87,NA,NA
11008,11030,5,NA,NA
11008,11035,22,NA,NA
11008,11037,6,NA,NA
11008,11038,14,NA,NA
11008,11039,74,NA,NA
11008,11040,386,NA,NA
11008,11044,55,NA,NA
11008,11050,160,NA,NA
11008,11052,101,NA,NA
11008,11053,92,NA,NA
11008,11054,15,NA,NA
11008,11055,19,NA,NA
11008,11056,93,NA,NA
11008,11057,40,NA,NA
11008,12002,3,NA,NA
11008,12005,2,NA,NA
11008,12007,10,NA,NA
11008,12009,14,NA,NA
11008,12014,4,NA,NA
11008,12021,36,NA,NA
11008,12025,94,NA,NA
11008,12026,3,NA,NA
11008,12029,2,NA,NA
11008,12030,18,NA,NA
11008,12034,1,NA,NA
11008,12035,6,NA,NA
11008,12040,15,NA,NA
11008,13001,2,NA,NA
11008,13003,1,NA,NA
11008,13004,21,NA,NA
11008,13006,3,NA,NA
11008,13008,17,NA,NA
11008,13010,10,NA,NA
11008,13011,37,NA,NA
11008,13012,4,NA,NA
11008,13013,2,NA,NA
11008,13014,35,NA,NA
11008,13016,1,NA,NA
11008,13019,3,NA,NA
11008,13021,5,NA,NA
11008,13023,13,NA,NA
11008,13025,6,NA,NA
11008,13029,7,NA,NA
11008,13036,2,NA,NA
11008,13037,5,NA,NA
11008,13040,25,NA,NA
11008,13044,3,NA,NA
11008,13046,3,NA,NA
11008,13049,9,NA,NA
11008,13053,15,NA,NA
11008,21001,10,NA,NA
11008,21002,8,NA,NA
11008,21003,2,NA,NA
11008,21004,139,NA,NA
11008,21005,10,NA,NA
11008,21006,28,NA,NA
11008,21007,2,NA,NA
11008,21009,21,NA,NA
11008,21010,2,NA,NA
11008,21011,1,NA,NA
11008,21012,13,NA,NA
11008,21013,8,NA,NA
11008,21014,13,NA,NA
11008,21015,20,NA,NA
11008,21016,5,NA,NA
11008,21017,5,NA,NA
11008,21018,21,NA,NA
11008,21019,10,NA,NA
11008,23002,5,NA,NA
11008,23016,6,NA,NA
11008,23025,14,NA,NA
11008,23027,5,NA,NA
11008,23033,1,NA,NA
11008,23038,3,NA,NA
11008,23044,1,NA,NA
11008,23045,6,NA,NA
11008,23047,36,NA,NA
11008,23050,1,NA,NA
11008,23062,1,NA,NA
11008,23077,3,NA,NA
11008,23081,6,NA,NA
11008,23086,2,NA,NA
11008,23088,19,NA,NA
11008,23094,57,NA,NA
11008,23096,1,NA,NA
11008,23097,2,NA,NA
11008,23099,1,NA,NA
11008,23100,1,NA,NA
11008,23102,4,NA,NA
11008,23103,1,NA,NA
11008,24009,1,NA,NA
11008,24014,2,NA,NA
11008,24020,6,NA,NA
11008,24038,2,NA,NA
