"city_depart","city_arrival","count","city_arrival_present","city_depart_present"
63079,71022,3,NA,NA
63079,81001,2,NA,NA
63079,81004,1,NA,NA
63079,83034,6,NA,NA
63079,92094,47,NA,NA
63079,92137,1,NA,NA
71004,11002,172,NA,NA
71004,12014,11,NA,NA
71004,12025,23,NA,NA
71004,13040,19,NA,NA
71004,21001,10,NA,NA
71004,21004,109,NA,NA
71004,21009,12,NA,NA
71004,21015,16,NA,NA
71004,21016,1,NA,NA
71004,24062,157,NA,NA
71004,31005,1,NA,NA
71004,34022,5,NA,NA
71004,36015,1,NA,NA
71004,41002,1,NA,NA
71004,44021,12,NA,NA
71004,46003,4,NA,NA
71004,46021,2,NA,NA
71004,62051,5,NA,NA
71004,62063,8,NA,NA
71004,71004,3582,NA,NA
71004,71016,659,NA,NA
71004,71022,1049,NA,NA
71004,83034,1,NA,NA
71016,11002,104,NA,NA
71016,12014,3,NA,NA
71016,12025,14,NA,NA
71016,13040,10,NA,NA
71016,21001,13,NA,NA
71016,21004,141,NA,NA
71016,21009,11,NA,NA
71016,21015,18,NA,NA
71016,21016,6,NA,NA
71016,24062,150,NA,NA
71016,31005,3,NA,NA
71016,34022,1,NA,NA
71016,36015,1,NA,NA
71016,41002,1,NA,NA
71016,44021,17,NA,NA
71016,46021,2,NA,NA
71016,52011,1,NA,NA
71016,55022,1,NA,NA
71016,62051,6,NA,NA
71016,62063,10,NA,NA
71016,62096,2,NA,NA
71016,71004,111,NA,NA
71016,71016,11040,NA,NA
71016,71022,1667,NA,NA
71016,92094,2,NA,NA
71022,11002,289,NA,NA
71022,12014,9,NA,NA
71022,12025,35,NA,NA
71022,13040,17,NA,NA
71022,21001,28,NA,NA
71022,21004,420,NA,NA
71022,21009,46,NA,NA
71022,21015,53,NA,NA
71022,21016,4,NA,NA
71022,24062,388,NA,NA
71022,31005,3,NA,NA
71022,34022,4,NA,NA
71022,35013,2,NA,NA
71022,36015,2,NA,NA
71022,41002,6,NA,NA
71022,44021,20,NA,NA
71022,46003,6,NA,NA
71022,46021,1,NA,NA
71022,52011,2,NA,NA
71022,53053,2,NA,NA
71022,55022,1,NA,NA
71022,62003,3,NA,NA
71022,62051,17,NA,NA
71022,62063,33,NA,NA
71022,62096,3,NA,NA
71022,63079,1,NA,NA
71022,71004,259,NA,NA
71022,71016,1844,NA,NA
71022,71022,13337,NA,NA
71022,81001,1,NA,NA
71022,83034,1,NA,NA
71022,92094,2,NA,NA
81001,11002,2,NA,NA
81001,21004,16,NA,NA
81001,21009,2,NA,NA
81001,21015,1,NA,NA
81001,31005,3,NA,NA
81001,34022,1,NA,NA
81001,35013,1,NA,NA
81001,44021,1,NA,NA
81001,57081,1,NA,NA
81001,62003,1,NA,NA
81001,62063,17,NA,NA
81001,62096,1,NA,NA
81001,63079,3,NA,NA
81001,81001,3238,NA,NA
81001,81004,141,NA,NA
81001,83034,14,NA,NA
81001,92094,21,NA,NA
81004,11002,2,NA,NA
81004,21004,8,NA,NA
81004,24062,1,NA,NA
81004,62063,3,NA,NA
81004,63079,4,NA,NA
81004,81001,449,NA,NA
81004,81004,810,NA,NA
81004,83034,3,NA,NA
81004,92094,4,NA,NA
83034,21001,5,NA,NA
83034,21004,94,NA,NA
83034,21009,13,NA,NA
83034,21015,10,NA,NA
83034,21016,2,NA,NA
83034,24062,2,NA,NA
83034,31005,1,NA,NA
83034,34022,1,NA,NA
83034,44021,1,NA,NA
83034,52011,11,NA,NA
83034,53053,1,NA,NA
83034,55022,3,NA,NA
83034,62003,2,NA,NA
83034,62051,6,NA,NA
83034,62063,63,NA,NA
83034,62096,15,NA,NA
83034,63079,1,NA,NA
83034,81001,62,NA,NA
83034,81004,2,NA,NA
83034,83034,2644,NA,NA
83034,92094,181,NA,NA
83034,92137,1,NA,NA
92094,11002,16,NA,NA
92094,12025,6,NA,NA
92094,21001,128,NA,NA
92094,21004,1622,NA,NA
92094,21009,275,NA,NA
92094,21015,172,NA,NA
92094,21016,59,NA,NA
92094,24062,30,NA,NA
92094,31005,8,NA,NA
92094,35013,1,NA,NA
92094,44021,8,NA,NA
92094,52011,680,NA,NA
92094,53053,46,NA,NA
92094,55022,45,NA,NA
92094,57081,14,NA,NA
92094,62003,11,NA,NA
92094,62051,18,NA,NA
92094,62063,254,NA,NA
92094,62096,31,NA,NA
92094,63079,19,NA,NA
92094,71022,1,NA,NA
92094,81001,22,NA,NA
92094,81004,1,NA,NA
92094,83034,130,NA,NA
92094,92094,17927,NA,NA
92094,92137,251,NA,NA
92137,11002,4,NA,NA
92137,21001,22,NA,NA
92137,21004,203,NA,NA
92137,21009,32,NA,NA
92137,21015,19,NA,NA
92137,21016,12,NA,NA
92137,24062,1,NA,NA
92137,31005,2,NA,NA
92137,35013,1,NA,NA
92137,44021,1,NA,NA
92137,46003,2,NA,NA
92137,52011,944,NA,NA
92137,53053,25,NA,NA
92137,55022,21,NA,NA
92137,57081,2,NA,NA
92137,62051,2,NA,NA
92137,62063,13,NA,NA
92137,62096,1,NA,NA
92137,81001,1,NA,NA
92137,83034,19,NA,NA
92137,92094,573,NA,NA
92137,92137,2239,NA,NA
